Rom	Game Title (Optimized)	Recommended Emulator	Pi 3B+ (OC 1700)	FPS	Visuals	Audio	Controls	Notes
burningf	Burning Fight	lr-fbneo	o	o	o	o	o	NEO-GEO
butasan	Butasan	lr-fbneo	o	o	o	o	o	
bwcasino	Boardwalk Casino	lr-fbneo	o	o	o	o	o	
bwidow	Black Widow	lr-mame2015	o	o	o	o	o	lr-mame has r-stick issues with all games (only shoots on diagonals) but looks great. Would recommend any other emulator until the issue is fixed.
bwings	B-Wings	lr-fbneo	o	o	o	o	o	
bygone	Bygone	lr-fbneo	o	o	o	o	o	
bzone	Battle Zone	lr-mame	o	o	o	o	o	
cabal	Cabal	lr-fbneo	o	o	o	o	tb	Best with a trackball
cachat	Cachat	lr-fbneo	o	o	o	o	o	Clone: (tubeit)
cadanglr	Angler Dangler	lr-fbneo	o	o	o	o	o	Clone: (cfishing)
cadash	Cadash	lr-fbneo	o	o	o	o	o	
cairblad	Change Air Blade	lr-fbneo	o	o	o	o	o	Very good shooter
calibr50	Cal.50	lr-fbneo	o	o	o	o	o	Use PS4 bumpers to rotate
calipso	Calipso	lr-fbneo	o	o	o	o	o	
calorie	Calorie Kun vs Moguranian	lr-fbneo	o	o	o	o	o	
cameltry	Cameltry	lr-fbneo	o	o	o	o	o	
candy	Candy Candy	lr-fbneo	?	x	o	o	o	~50FPS on Pi4B. Gameplay is fine
cannball	Cannon Ball (Yun Sung)	lr-fbneo	o	o	o	o	o	
cannballv	[Adult] Cannon Ball (Yun Sing)	lr-fbneo	o	o	o	o	o	
cannonb	Cannon Ball (Soft)	lr-mame	o	o	o	o	o	
cannonbp	Cannon Ball (Novomatic)	lr-fbneo	o	o	o	o	o	
canvas	[Adult] Canvas Croquis	lr-fbneo	o	o	o	o	o	
canyon	Canyon Bomber	lr-fbneo	o	o	o	o	o	
capbowl	Capcom Bowling	lr-fbneo	o	o	o	o	tb	
captaven	Captain America and The Avengers	lr-fbneo	o	o	o	o	o	
captcomm	Captain Commando	lr-fbneo	o	o	o	o	o	
carjmbre	Car Jamboree	lr-fbneo	o	o	o	o	o	
carnival	Carnival	lr-fbneo	o	o	o	o	o	Clone: (verbena)
carpolo	Car Polo	lr-mame	o	o	o	o	o	
carrera	Carrera	lr-mame	o	o	o	o	o	
casanova	[Adult] Casanova	lr-fbneo	o	o	o	o	o	
cashquiz	Cash-Quiz	lr-fbneo	o	o	o	o	o	
casonova	Casonova	lr-fbneo	o	o	o	o	o	
castfant	Astro Fantasia	lr-fbneo	o	o	o	o	o	DECO Cassette. Long-ass cassette load. Can fast-forward.
catacomb	Catacomb	lr-fbneo	o	o	o	o	o	
catnmous	Cat and Mouse	lr-mame	?	o	o	o	o	In-game "Cat and Mouse". Bezel "Cat'N Mouse". Sticking with in-game name.
cavelon	Cavelon	lr-fbneo	o	o	o	o	o	
cavenger	Cosmic Avenger	lr-fbneo	o	o	o	o	o	
cawing	Carrier Airwing	lr-fbneo	o	o	o	o	o	Clone: (usnavy)
cbaj	Cool Boarders Arcade Jam	advmame	x	o	o	x	o	~30fps w/2010; Better with advmame
cbasebal	Capcom Baseball	lr-mame	o	o	o	o	o	
cbdash	Boulder Dash (DECO Cassette)	lr-fbneo	o	o	o	o	o	DECO cassette
cbombers	Chase Bombers	lr-fbneo	o	o	x	o	o	Some intro video issues. Very minor video issues in race
cbuster	Crude Buster	lr-fbneo	o	o	o	o	o	Parent: (twocrude)
ccastles	Crystal Castles	lr-fbneo	o	o	o	o	tb	
cchasm	Cosmic Chasm	lr-mame	o	o	o	o	sp	Best with spinner, but tuned for digital rotation
cclimber	Crazy Climber	lr-fbneo	o	o	o	o	o	
cclimbr2	Crazy Climber 2	lr-fbneo	o	o	o	o	o	
cclimbrj	Crazy Climber	lr-fbneo	o	o	o	o	o	Different audio than US version, so recommend keeping both
cclownz	[Ticket] Crazy Clownz	lr-mame2016	o	o	o	o	o	
cdiscon1	Disco No.1 (DECO Cassette)	lr-fbneo	o	o	o	o	o	DECO Cassette
cdsteljn	DS Telejan	lr-fbneo	o	o	o	o	o	DECO Cassette. Japanese Mahjong
cecmatch	[Ticket] Chuck E Cheese's Match Game	lr-mame	o	o	o	o	-	Map dpad, buttons and bumper to numbers
centiped	Centipede	lr-fbneo	o	o	o	o	tb	Best with trackball
cerberus	Cerberus	lr-mame	o	o	o	o	o	
cexplore	Explorer	lr-fbneo	o	o	o	o	o	DECO Cassette
cfboy0a1	Flash Boy	lr-fbneo	o	o	o	o	o	
cfghtice	Fighting Ice Hockey	lr-fbneo	o	o	-	o	o	DECO Cassette; Loading screen will corrupt around 40-second mark. Possible this is correct behavior. Game otherwise looks/runs fine.
cflyball	Flying Ball	lr-fbneo	o	o	o	o	o	DECO cassette game
cgangpzl	Cosmo Gang The Puzzle	lr-mame2015	o	o	x	x	o	Doesn't work with 2016 or lr-mame
cgraplop	Graplop (Cluster Buster)	lr-fbneo	o	o	o	o	o	Deco cassette (US Variant)
cgraplop2	Graplop	lr-fbneo	o	o	o	o	o	Deco cassette
chainrec	Chain Reaction	lr-fbneo	o	o	o	o	o	Clone: Magical Drop (magdrop)
chaknpop	Chack'n Pop	lr-fbneo	o	o	o	o	o	
challeng	Challenger	lr-mame	o	o	o	o	o	
chameleo	Chameleon	lr-fbneo	o	o	o	o	o	
champbas	Champion Baseball	lr-mame	o	o	o	o	o	
champbb2	Champion Baseball Part-2	lr-mame	o	o	o	o	o	
champbwl	Championship Bowling	lr-mame	o	o	o	o	o	
champwr	Champion Wrestler	lr-fbneo	o	o	o	o	o	
chanbara	Chanbara	lr-fbneo	o	o	o	o	o	Configured and reversed left/right controls. Feels good
changela	Change Lanes	lr-mame	o	o	o	x	o	Crackling sound. advmame doesn't work right...
changes	Changes	lr-fbneo	o	o	o	o	o	Clone: Looper (looper)
charlien	Charlie Ninja	lr-fbneo	o	o	o	o	o	
chasehq	Chase H.Q.	lr-fbneo	o	o	o	o	o	
chboxing	Champion Boxing	lr-mame	o	o	o	o	o	
checkman	Check Man	lr-fbneo	o	o	o	o	o	
checkmat	Checkmate	lr-mame	o	o	o	o	o	
cheekyms	Cheeky Mouse	lr-fbneo	o	o	o	o	o	Download/install samples
cheesech	Cheese Chase	lr-fbneo	o	o	o	o	o	Art & Magic game
chelnov	Chelnov	lr-fbneo	o	o	o	o	o	
cheyenne	Cheyenne	lr-mame	o	o	o	o	lg	
chiller	Chiller	lr-mame	o	o	o	o	lg	
chimerab	Chimera Beast (Proto Japan)	lr-fbneo	o	o	o	o	o	
chinagat	China Gate	lr-fbneo	o	o	o	o	o	Clone: (saiyugou)
chinatwn	China Town	lr-fbneo	o	o	o	o	o	
chinhero	Chinese Hero	lr-mame	o	o	o	o	o	
chkun	Chance Kun	lr-fbneo	o	o	o	o	o	
chokchok	Chocky! Chocky!	lr-fbneo	o	o	o	o	o	
choko	[Adult] Jong Pai Puzzle Choko	lr-fbneo	o	o	o	o	kb	
chopliftu	Choplifter	lr-fbneo	o	o	o	o	o	Long wait for IC check, but it works correctly
chopper	Chopper I	lr-fbneo	o	o	o	o	o	Clone: (legofair)
chqflag	Chequered Flag	lr-fbneo	o	o	o	o	o	
chukatai	Chuka Taisen	lr-fbneo	o	o	o	o	o	
chwrestl	Champion Pro Wrestling	lr-mame	o	o	o	o	o	
chwy	Highway Chase	lr-fbneo	o	o	o	o	o	DECO Cassette
circus	Circus	lr-mame	o	o	o	o	sp	Spinner optimal
circusc	Circus Charlie	lr-fbneo	o	o	o	o	o	
cischeat	Cisco Heat	lr-mame2016	o	o	-	o	o	Some texture pops that probably weren't in the authentic hardware
citybomb	City Bomber	lr-fbneo	o	o	o	o	o	
citycon	City Connection	lr-fbneo	o	o	o	o	o	Clone: (cruisin)
citylove	[Adult] City Love	lr-fbneo	o	o	o	o	kb	
ckong	Crazy Kong	lr-fbneo	o	o	o	o	o	
ckongpt2	Crazy Kong Part II	lr-fbneo	o	o	o	o	o	
clapapa	Rootin' Tootin'	lr-fbneo	o	o	o	o	o	DECO Cassette
claypign	Clay Pigeon	lr-mame	o	o	o	o	lg	Light gun preferred
clayshoo	Clay Shoot	lr-mame	o	o	o	-	o	No sound with any emulator
clbowl	Coors Light Bowling	lr-fbneo	o	o	o	o	tb	
cleopatr	Cleopatra Fortune	lr-fbneo	o	o	o	o	o	
cloak	Cloak & Dagger	lr-fbneo	o	o	o	o	o	
cloud9	[Proto] Cloud 9	lr-fbneo	o	o	o	o	o	
clowns	Clowns	lr-mame	o	o	o	o	o	
clshroad	Clash-Road	lr-fbneo	o	o	o	o	o	
cltchitr	Clutch Hitter	lr-fbneo	o	o	o	o	o	
cluckypo	Lucky Poker (Deco Cassette)	lr-fbneo	o	o	o	o	o	
cluclu	Vs. Clu Clu Land	lr-mame2016	o	o	o	o	o	
cluedo	Cluedo	lr-mame2016	o	o	o	o	lg	Lightgun or mouse would be fine for this one
cmanhat	Manhattan (Deco Cassette) 	lr-fbneo	o	o	o	o	o	
cmissnx	Mission-X	lr-fbneo	o	o	o	o	o	DECO Cassette
cnbe	[Homebrew] Codename: Blut Engel	lr-fbneo	o	o	o	o	o	NEO-GEO (2019)
cnightst	Night Star	lr-fbneo	o	o	o	o	o	DECO Cassette
cninja	Caveman Ninja	lr-fbneo	o	o	o	o	o	Clone: (stoneage)
cobracom	Cobra Command	lr-fbneo	o	o	o	o	o	
cocean6b	Ocean to Ocean	lr-fbneo	o	o	o	o	o	DECO Cassette. Slot (Fruit) Machine
colmns97	Columns 97	lr-mame	x	!	o	o	o	SEGA Titan. Doesn't work well with any emulator. Set lr-mame.
colony7	Colony 7	lr-fbneo	o	o	o	o	o	
columns	Columns	lr-mame2016	o	o	o	o	o	
columns2	Columns II	lr-mame2016	o	o	o	o	o	
columnsn	[Homebrew] Columns (Neo Geo)	lr-fbneo	o	o	o	o	o	NEO-GEO (PD)
combasc	Combat School (Joystick)	lr-fbneo	o	o	o	o	o	
combasct	Combat School (Trackball)	lr-mame	o	o	o	o	tb	Note: Potential for lr-fbneo clone.
combat	Combat	lr-mame	o	o	o	o	lg	
combh	Combat Hawk	lr-fbneo	o	o	o	o	lg	
commando	Commando (Capcom)	lr-fbneo	o	o	o	o	o	Clone (sinvasn)
commandw	[Proto] Command War	lr-fbneo	o	o	o	o	o	
commsega	Commando (Sega)	lr-fbneo	o	o	o	o	o	
comotion	Comotion	lr-fbneo	o	o	o	o	o	One of 30,001 surround clones
compgolf	Competition Golf Final Round	lr-mame	o	o	o	o	o	
complexx	Complex X	lr-fbneo	o	o	o	o	o	
congo	Congo Bongo	lr-fbneo	o	o	o	o	o	Clone: (tiptop)
contcirc	Continental Circus	lr-fbneo	o	o	o	o	o	Need to "hold" triangle for low gear
contra	Contra	lr-fbneo	o	o	o	o	o	Clone: (gryzor)
cookbib	Cookie & Bibi	lr-fbneo	o	o	o	o	o	
cookbib2	Cookie & Bibi 2	lr-fbneo	o	o	o	o	o	
cookbib3	Cookie & Bibi 3	lr-fbneo	o	o	o	o	o	
coolmini	Cool Minigame Collection	lr-fbneo	o	o	o	o	o	Requires learning which button does what
coolpool	Cool Pool	lr-mame2016	x	o	o	o	o	
coozumou	Oozumou	lr-fbneo	o	o	o	o	o	DECO Cassette
cop01	Cop 01	lr-fbneo	o	o	o	o	o	
copsnrob	Cops N' Robbers	lr-mame	o	o	o	o	o	Uses software overlay
cosmccop	Cosmic Cop	lr-fbneo	o	o	o	o	o	Clone: (Gallop)
cosmica	Cosmic Alien	lr-mame	o	o	o	o	o	
cosmicg	Cosmic Guerilla	lr-mame	o	o	o	o	o	
cosmo	Cosmo	lr-mame	o	o	o	o	o	
cosmogng	Cosmo Gang The Video	lr-fbneo	o	o	o	o	o	
cosmos	Cosmos	lr-mame	o	o	o	x	o	
cotton	Cotton	lr-fbneo	o	o	o	o	o	
cotton2	Cotton 2	advmame	x	o	o	o	o	4b runs perfectly with 3X magnification
cottonbm	Cotton Boomerang	advmame	x	o	o	o	o	4b runs perfectly with 3X magnification
countrunb	Counter Run	lr-fbneo	o	o	o	o	o	Dodg'em-type
countryc	Country Club	lr-mame	o	o	o	o	tb	Adjust analog Y speed. Reverse analog X
cphd	[Adult] Crouching Pony Hidden Dragon	lr-fbneo	o	o	o	o	o	NEO-GEO (2013)
cppicf	Peter Pepper's Ice Cream Factory	lr-fbneo	o	o	o	o	o	DECO Cassette?
cprobowl	Pro Bowling	lr-fbneo	o	o	o	o	o	DECO Cassette
cprogolf	Tournament Pro Golf	lr-fbneo	o	o	o	o	o	DECO Cassette
cpsoccer	Pro Soccer (Deco Cassette)	lr-fbneo	o	o	o	o	o	
cptennis	Pro Tennis	lr-fbneo	o	o	o	o	o	DECO Cassette?
cracksht	Crackshot	lr-mame	o	o	o	o	lg	
crash	Crash	lr-mame	o	o	o	o	o	Color via MAME software overlay
crater	Crater Raider	lr-mame	o	o	o	o	sp	Spinner/Dial for optimal play. Can use mouse
crazyfgt	Crazy Fight	lr-fbneo	o	o	o	o	o	Good FPS, but design "looks" choppy
crazywar	Crazy War	lr-fbneo	o	o	o	o	o	
crbaloon	Crazy Balloon	lr-fbneo	o	o	o	o	o	
crgolf	Crowns Golf	lr-mame	o	o	o	o	o	Clone (crgolfc)
crgolfhi	Crowns Golf in Hawaii	lr-mame	o	o	o	o	o	
crimec	Crime City	lr-fbneo	o	o	o	o	o	
crimfght	Crime Fighters	lr-fbneo	o	o	o	o	o	
crkdown	Crack Down	lr-fbneo	o	o	o	o	o	
crospang	Cross Pang	lr-fbneo	o	o	o	o	o	
crossbow	Crossbow	lr-mame	o	o	o	o	lg	
crshrace	Lethal Crash Race	lr-fbneo	o	o	o	o	o	Unique top-down 1v1 racer
crswd2bl	Crossed Swords II	lr-fbneo	o	o	o	o	o	NEO-GEO
crsword	Crossed Swords	lr-fbneo	o	o	o	o	o	NEO-GEO
crush	Crush Roller	lr-fbneo	o	o	o	o	o	Clone: (maketrax, korosuke, mbrush, paintrlr)
crusherm	Crusher Makochan	lr-fbneo	o	o	o	o	o	
crysking	Crystal of Kings, The	lr-mame2016	o	o	o	o	o	
crystal2	[Adult] Crystal Gal II	lr-mame	o	o	o	o	kb	
crystalg	[Adult] Crystal Gal	lr-mame	o	o	o	o	kb	
crzcross	Crazy Cross	lr-mame2016	o	o	o	o	o	Clone (puzldama). To bypass "BAD" EEPROM, hold F2 and wait to see initialization complete. Continue to hold F2 and tap F3.
crzrally	Crazy Rally	lr-fbneo	o	o	o	o	o	
csclub	Capcom Sports Club	lr-fbneo	o	o	o	o	o	
cscrtry	Scrum Try	lr-fbneo	o	o	o	o	o	DECO Cassette?
csdtenis	Super Doubles Tennis (Deco Cassete)	lr-fbneo	o	o	o	o	o	
cshift	Chicken Shift	lr-mame	o	o	o	o	o	
csilver	Captain Silver	lr-fbneo	o	o	o	o	o	
cskater	Skater (Deco Casette)	lr-fbneo	o	o	o	o	o	
csprint	Championship Sprint	lr-mame2016	o	o	o	o	sp	Real game used large steering wheel
cstlevna	Vs. Castlevania	lr-mame2016	o	o	o	o	o	
csuperas	Super Astro Fighter	lr-fbneo	o	o	o	o	o	DECO Cassette
cterrani	Terranean	lr-fbneo	o	o	o	o	o	DECO Cassette
ctisland	Treasure Island	lr-fbneo	o	o	o	o	o	DECO Cassette; Needs 2010 to fix visual issues, so timer cannot be sped-up with RetroArch Fast Forward
ctomaday	Captain Tomaday	lr-fbneo	o	o	o	o	o	NEO-GEO
ctornado	Tornado	lr-fbneo	o	o	o	o	o	DECO Cassette
ctribe	Combatribes, The	lr-fbneo	o	o	o	o	o	
ctrpllrp	Pac-Man (Bootleg: Caterpiller)	lr-fbneo	o	o	o	o	o	
cubybop	Cuby Bop	lr-fbneo	o	o	o	o	o	
cuebrick	Cue Brick	lr-fbneo	o	o	o	o	o	
cultures	[Adult] Jibun wo Migaku Culture School Mahjong Hen	lr-fbneo	o	o	o	o	kb	
cupfinal	Taito Cup Finals	lr-fbneo	o	o	o	o	o	Clone (hthero93)
curvebal	Curve Ball	lr-mame	o	o	o	o	o	
cutefght	Cute Fighter	lr-fbneo	o	o	o	o	o	
cutieq	Cutie Q	lr-fbneo	o	o	o	o	o	
cworld	Adventure Quiz: Capcom World	lr-fbneo	o	o	o	o	o	
cworld2j	Adventure Quiz: Capcom World 2	lr-fbneo	o	o	o	o	o	
cybattlr	Cybattler	lr-fbneo	o	o	o	o	o	
cyberbal	Cyberball 2072	lr-mame2016	o	o	o	o	o	Enable Monitor 2 via MAME Tab Settings/ Video Options
cyberbalt	Tournament Cyberball 2072	lr-mame2016	!	o	o	o	o	Enable Monitor 2 via MAME Tab Settings/ Video Options
cyberlip	Cyber-Lip	lr-fbneo	o	o	o	o	o	NEO-GEO
cybertnk	Cyber Tank	lr-fbneo	o	o	o	o	o	Dual monitors
cybots	Cyberbots	lr-fbneo	o	o	o	o	o	
cybsled	Cyber Sled	lr-mame2016	!	!	o	o	o	Will need to remap Analog2 controls to R-Stick X&Y
cyclwarr	Cycle Warriors	lr-mame	x	x	o	o	o	OPTIONS: Use lr-mame with some slowdown, or use any older version w/UI rendering issues. Could play w/CPU % to help with FPS
cyvern	Cyvern	lr-fbneo	o	o	o	o	o	
czeroize	Zeroize	lr-fbneo	o	o	o	o	o	DECO Cassette
dacholer	Dacholer	lr-fbneo	o	o	o	o	o	
dai2kaku	Dai-Dai-Kakumei	lr-mame	o	o	o	o	o	Most text in Japanese, but playable
dai3wksi	Dai San Wakusei Meteor	lr-mame2016		o	o	o	o	Download/install samples
dailaiju	Daikaiju no Gyakushu	lr-mame	o	o	o	o	o	
daioh	Daioh	lr-fbneo	o	o	o	o	o	Good shooter
daiskiss	Daisu-Kiss	lr-mame2016	o	o	-	o	o	At least one visual issue on the IO (articfact on character hair)
daitorid	Daitoride	lr-fbneo	o	o	o	o	o	Minor graphic issues
dambustr	Dambusters	lr-fbneo	o	o	o	o	o	
danceyes	[Adult] Dancing Eyes	lr-mame2003-Plus	o	o	o	o	o	Best perforrmance with 2003 MAMEs
dangar	UFO Robo Dangar	lr-fbneo	o	o	o	o	o	
dangerz	Danger Zone	lr-mame	o	o	o	o	tb	Best w/Mouse or Trackball for analog movement
dangseed	Dangerous Seed	lr-fbneo	o	o	o	o	o	Okay space shooter with organic enemies
dankuga	[Proto] Dan-Ku-Ga	lr-fbneo	o	o	o	o	o	Perfect with Final Burn Neo
daraku	Fallen Angels, The	lr-fbneo	o	o	o	o	o	
darius	Darius	lr-fbneo	o	o	o	o	o	Seamless triple screen
darius2	Darius II	lr-fbneo	o	o	o	o	o	Seamless triple screen
darius2d	Darius II (Dual Screen)	lr-fbneo	o	o	o	o	o	Clone: (sagaia) Seamless dual screen
dariuse	Darius Extra Version	lr-fbneo	o	o	o	o	o	Seamless triple screen
dariusg	Darius Gaiden	lr-fbneo	o	o	o	o	o	
dariusgx	Darius Gaiden Extra Version	lr-fbneo	o	o	o	o	o	
darkedge	Dark Edge	lr-mame2016	-	o	o	o	o	
darkmist	Lost Castle in Darkmist, The	lr-fbneo	o	o	o	o	o	
darkplnt	Dark Planet	lr-fbneo	o	o	o	o	sp	Needs overlay to see obstacles; Spinner optimal
darkseal	Dark Seal	lr-fbneo	o	o	o	o	o	Clone: (gatedoom)
darktowr	Dark Tower	lr-fbneo	o	o	o	o	o	Stolen graphics from Ghosts & Goblins + other games
darkwar	Dark Warrior	lr-mame	o	o	o	o	o	
darwin	Darwin 4078	lr-fbneo	o	o	o	o	o	
dazzler	Dazzler	lr-mame	o	o	o	o	o	
dblaxle	Double Axle	lr-fbneo	o	o	o	o	o	Might have visual issues (reported by MAME-2003 Plus). Looks okay overall
dbldynu	Double Dynamites, The	lr-fbneo	o	o	o	o	o	Parent: (dbldynj). Must be present, or copy individual roms to dbldynu
dblewing	Double-Wings	lr-fbneo	o	o	o	o	o	
dblplay	Super Baseball Double Play Home Run Derby	lr-mame2016	o	o	o	o	-	Can share controller settings with "World Series"
dblpoint	[Adult] Double Point	lr-fbneo	o	o	o	o	o	Clone: (dblpointd)
dblpointd	[Adult] Double Point (Dong Bang Electron)	lr-fbneo	o	o	o	o	o	Parent: (dblpoint)
dbreed	Dragon Breed	lr-fbneo	o	o	o	o	o	
dbz	Dragon Ball Z	lr-fbneo	o	o	o	o	o	
dbz2	Dragon Ball Z 2	lr-fbneo	o	o	o	o	o	
dbzvrvs	Dragon Ball Z - V.R. V.S.	lr-mame2016	x	o	o	o	o	Some frameskip required for speed on 3B+
dcclub	Dynamic C.C.	lr-fbneo	o	o	o	o	o	
dcheese	[Ticket] Double Cheese	lr-mame	o	o	o	o	o	
dcon	DCon	lr-fbneo	o	o	o	o	o	
dday	D-Day	lr-fbneo	o	o	o	o	o	
ddcrew	D. D. Crew	lr-fbneo	o	o	o	o	o	
ddealer	Double Dealer	lr-mame	o	o	o	o	o	
ddenlovr	[Adult] Don Den Lover Vol. 1	lr-mame2016	o	o	o	o	o	
ddonpach	Dodonpachi	lr-fbneo	o	o	o	o	o	Download/install samples
ddp2	DoDonPachi II	lr-fbneo	o	o	o	o	o	
ddp3	DoDonPachi III	lr-fbneo	o	o	o	o	o	Cave Shooter
ddpdfk	Dodonpachi Resurrection (Ver 1.5)	lr-mame2016	!	-	o	o	o	MAME 2016 for best performance + CPU Overclock to 37%
ddpdoj	DoDonPachi Dai-Ou-Jou	lr-fbneo	o	o	o	o	o	
ddpdoja	DoDonPachi Dai-Ou-Jou (Master Ver A)	lr-fbneo	o	o	o	o	o	
ddpdojb	DoDonPachi Dai-Ou-Jou (Master Ver B)	lr-fbneo	o	o	o	o	o	
ddpdojblk	DoDonPachi Dai-Ou-Jou (Black Ver)	lr-fbneo	o	o	o	o	o	
ddragon2	Double Dragon II	lr-fbneo	o	o	o	o	o	
ddragon3	Double Dragon III	lr-fbneo	o	o	o	o	o	
ddragonw	Double Dragon	lr-mame	o	o	o	o	o	
ddribble	Double Dribble	lr-fbneo	o	o	o	o	?	Not sure how to dribble/move
ddsom	Dungeon's & Dragons: Shadow Over Mystara	lr-fbneo	o	o	o	o	o	
ddtod	Dungeon's & Dragons: Tower of Doom	lr-fbneo	o	o	o	o	o	
ddungeon	Dangerous Dungeons	lr-mame2016	o	o	o	o	o	Similar to Boulder Dash
ddux	Dynamite Dux	lr-fbneo	o	o	o	o	o	
deadconx	Dead Connection	lr-fbneo	o	o	o	o	o	
deadeye	Dead Eye	lr-mame	o	o	o	o	o	Software color overlay
dealer	Dealer, The	lr-fbneo	o	o	o	o	o	
deathsml	DeathSmiles	lr-mame2016	!	-	o	o	o	MAME 2016 for best performance + CPU Overclock to 42%
decocass	Deco Cassette System Multigame	lr-fbneo	o	o	o	o	o	
decomult	DECO Cassette Multigame	lr-fbneo	o	o	o	o	o	
deerhunt	Deer Hunting USA	lr-fbneo	o	o	o	o	lg	
defender	Defender	lr-fbneo	o	o	o	o	o	Amazing use of controls (directional instead of reverse button)
deluxe4u	[Adult] Deluxe 4U	lr-fbneo	o	o	o	o	o	
deluxe5	[Adult] Deluxe 5	lr-fbneo	o	o	o	o	o	
demndrgn	[Proto] Demons & Dragons	lr-mame	o	o	o	-	tb	Dual analog stick controls. Sensitivity controls aren't properly hooked up to MAME.Mouse/Trackball needed.
demoderb	Demolition Derby	lr-fbneo	o	o	o	o	o	
demon	Demon	lr-mame	o	o	o	o	o	Using lr-mame for software overlay
demoneye	Demoneye-X	lr-mame	o	o	o	o	o	
demonwld	Demon's World	lr-fbneo	o	o	o	o	o	
denjinmk	Denjin Makai	lr-fbneo	o	o	o	o	o	
depthch	Depthcharge	lr-mame	o	o	o	o	o	Clone (subhunt). Software overlay for color
deroon	Deroon Derodero	lr-fbneo	o	o	o	o	o	
desertbr	Desert Breaker	lr-fbneo	o	o	o	o	o	
desertdn	Desert Dan	lr-fbneo	o	o	o	o	o	
desertgu	Desert Gun	lr-mame	o	o	o	o	lg	Game likes to harrass player...
desertwr	Desert War	lr-mame2016	!	o	o	o	o	
destroyr	Destroyer (Atari)	lr-mame2016	o	o	o	-	o	No audio. By design?
destryer	Destroyer (Cidelsa)	lr-mame	o	o	o	o	o	
devilfsh	Devil Fish	lr-fbneo	o	o	o	o	o	
devilw	Devil World	lr-fbneo	o	o	o	o	o	Clone: (darkadv)(majuu)
devstors	Devastators	lr-fbneo	o	o	o	o	o	Clone: (garuka)
devzone	Devil Zone	lr-mame	o	o	o	x	o	Intro beeps, but no gameplay audio
dfkbl	Dodonpachi Resurrection Black Label	lr-mame2016	?	-	o	o	o	Cave Shooter. MAME 2016 for best performance
dharma	Dharma Doujou	lr-fbneo	o	o	o	o	o	
diamond	Diamond Run	lr-fbneo	o	o	o	o	o	
dietgo	Diet Go Go	lr-fbneo	o	o	o	o	o	It's another Bubble Bobble clone
digdug	Dig Dug (Namco)	lr-fbneo	o	o	o	o	o	Perfect
digdug2	Dig Dug II	lr-fbneo	o	o	o	o	o	Perfect, but a game nobody loves
digdugat	Dig Dug (Atari)	lr-fbneo	o	o	o	o	o	
digger	Digger	lr-mame	o	o	o	?	o	No audio, possibly by design
diggerma	[Proto] Digger Man	lr-fbneo	o	o	o	o	o	
dimahoo	Dimajoo	lr-fbneo	o	o	o	o	o	Clone: (gmahou). Excellent shooter
dingo	Dingo	lr-fbneo	o	o	o	o	o	
dino	Cadillacs and Dinosaurs	lr-fbneo	o	o	o	o	o	Bootleg: (dinohunt)
dinorex	Dino Rex	lr-fbneo	o	o	o	o	o	Fantastic "Engrish"
dirtfoxj	Dirt Fox	lr-fbneo	o	o	o	o	o	
disco	Disco No.1	lr-fbneo	o	o	o	o	o	Clone: (csweetht)
discoboy	[Adult] Disco Boy	lr-mame2016	o	o	o	o	o	
divebomb	Dive Bomber Squad	lr-fbneo	o	o	o	o	o	Konami shooter with sprite scaling
diverboy	Diverboy	lr-fbneo	o	o	o	o	o	
djboy	DJ Boy	lr-fbneo	o	o	o	o	o	
dkcbarrel	Donkey Kong (Hack: Crazy Barrels Edition)	lr-fbneo	o	o	o	o	o	
dkchrmx	Donkey Kong (Hack: Christmas Remix)	lr-fbneo	o	o	o	o	o	
dkong	Donkey Kong	lr-fbneo	o	o	o	o	o	
dkong3	Donkey Kong 3	lr-fbneo	o	o	o	o	o	
dkongf	Donkey Kong (Hack: Foundry)	lr-fbneo	o	o	o	o	o	
dkonghrd	Donkey Kong (Hack: Hard Kit)	lr-fbneo	o	o	o	o	o	
dkongjo	Donkey Kong (Japan Set 2)	lr-fbneo	o	o	o	o	o	
dkongjo1	Donkey Kong (Japan Set 3)	lr-fbneo	o	o	o	o	o	
dkongjp	Donkey Kong (Japan Set 1)	lr-fbneo	o	o	o	o	o	
dkongjr	Donkey Kong Junior	lr-fbneo	o	o	o	o	o	
dkongo	Donkey Kong (Alt)	lr-fbneo	o	o	o	o	o	
dkongp	Donkey Kong (Hack: Patched)	lr-fbneo	o	o	o	o	o	
dkongpac	Donkey Kong (Hack: Pac-Man Graphics)	lr-fbneo	o	o	o	o	o	
dkongpe	Donkey Kong (Hack: Pauline Edition)	lr-fbneo	o	o	o	o	o	
dkongrev	Donkey Kong (Hack: Reverse)	lr-fbneo	o	o	o	o	o	
dkongx	Donkey Kong (Hack: Jumpman Returns v1.2)	lr-fbneo	o	o	o	o	o	
dkongx11	Donkey Kong (Hack: Jumpman Returns v1.1)	lr-fbneo	o	o	o	o	o	
dkpace	Donkey Kong (Hack: Pace)	lr-fbneo	o	o	o	o	o	
dkrainbow	Donkey Kong (Hack: Rainbow)	lr-fbneo	o	o	o	o	o	
dkrdemo	Donkey Kong (Hack: Remix Demo)	lr-fbneo	o	o	o	o	o	
dkspkyrmx	Donkey Kong (Hack: Spooky Remix)	lr-fbneo	o	o	o	o	o	
dktrainer	Donkey Kong (Hack: Trainer)	lr-fbneo	o	o	o	o	o	
